,0
30965,Nao Faça Jamais Como Eu FizAmado Batista
30966,Don't Mess Me Around - LiveBuzzcocks
30967,When I Think Of YouLeif Garrett
30968,On the Corner / New York Girl / Thinkin' of One Thing and Doin' Another / Vote for MilesMiles Davis
30969,Big MouthDe Wolfe Music
30970,The JokerSnail
30971,"Hot Love, Cold WorldBob Welch"
30972,ISINEU!
30973,La Vieille MeurtAlain Goraguer
30974,Please Don't Talk About Me When I'm Gone - 2002 Remastered VersionGunnar 'Silja-Bloo' Nilsson
30975,Livingston Saturday NightJimmy Buffett
30976,BootsThe Residents
30977,Feel Like a ChildBlack Heat
30978,Don't Let Me Be Lonely TonightJames Taylor
30979,BlockbusterThe Sweet
30980,"I Love You, I Love You, I Love YouRonnie McDowell"
30981,The Main Event/FightBarbra Streisand
30982,Industrial Introduction - RemasteredThrobbing Gristle
30983,You Needed MeAnne Murray
30984,I've Got The Music In MeThe Kiki Dee Band
30985,O Navegante - Ao VivoMPB4
30986,Macht kaputt was euch kaputt machtTon Steine Scherben
30987,The Year That Clayton Delaney DiedTom T. Hall
30988,Cinnamon GirlNeil Young & Crazy Horse
30989,Reggae MeggiUdo Lindenberg
30990,Funny HoneyGwen Verdon
30991,"Hey, You LoveMouth & MacNeal"
30992,The Illusory BodyNancy Hennings
30993,Hitchin' A RideVanity Fare
30994,LoveBlack Heat
30995,ZingaroJoão Gilberto
30996,Just Lust - 1996 Remastered VersionBuzzcocks
30997,Londra 1965Arawak
30998,Je suis venu te voirBrigitte Fontaine
30999,You Know I Don't Want No WomanHammie Nixon
31000,Shake It WellThe Dramatics
31001,Hot Summer NightsWalter Egan
31002,Dependin' On YouThe Doobie Brothers
31003,La RuletaVicente Fernández
31004,I'm Just A Singer (In A Rock And Roll Band)The Moody Blues
31005,Money MoneyJoel Grey
31006,Just A SmilePilot
31007,Every Beat Of My HeartCrown Heights Affair
31008,Under My WheelsAlice Cooper
31009,Shooting StarDollar
31010,Fragrance of the NatureKitaro
31011,HuracánBobby Valentin
31012,Paris-LondonVladimir Cosma
31013,Lueena CoastIasos
31014,Double TroubleLynyrd Skynyrd
31015,Pop Music - Early VersionR. Stevie Moore
31016,You Can't Be A Beacon (if Your Light Don't Shine)Donna Fargo
31017,Mundo CãoErasmo Carlos
31018,Rain Or ShineMike Seeger
31019,Sunshine LoveCecilio & Kapono
31020,Blowing AwayThe 5th Dimension
31021,You Made Me Believe In MagicBay City Rollers
31022,"For Emily, Whenever I May Find HerSimon & Garfunkel"
31023,"Music, Harmony And RhythmBrooklyn Dreams"
31024,Everybody Loves A Love SongMac Davis
31025,Générique finGeorges Delerue
31026,Dirty WaterThe Inmates
31027,What's Going OnMarvin Gaye
31028,SygnalJazz Band Ball Orchestra
31029,Adeste fideles (O Come All Ye Faithful)Traditional
31030,Sin motivosCarmen Linares
31031,Por Amor ViviremosCaptain & Tennille
31032,Jeito De SantaReginaldo Rossi
31033,Hot LegsRod Stewart
31034,"Can't Get Enough Of Your Love, BabeBarry White"
31035,The Night The Lights Went Out In GeorgiaVicki Lawrence
31036,Red Haired BoyTony Rice
31037,"Fé Cega, Faca Amolada - Ao VivoMPB4"
31038,Blues Never DieKoko Taylor
31039,The Air That I BreatheThe Hollies
31040,One Less Bell To AnswerThe 5th Dimension
31041,I Can't Help MyselfEddie Rabbitt
31042,BluebirdAlan Hawkshaw
31043,Can We Still Be FriendsTodd Rundgren
31044,(For You) I'd Chase a Rainbow - Remasteredkalapana
31045,Joãozinho Boa Pinta / Eu Quero Um SambaMPB4
31046,Canción Del ReposoCongreso
31047,Me And You And A Dog Named BooLobo
31048,Popule meus & Crucem tuam (Improperien)Traditional
31049,Love Is Funny That WayJackie Wilson
31050,It's A HeartacheJuice Newton
31051,Naima - Live In Stockholm / 1963John Coltrane
31052,Little Girl GoneDonna Fargo
31053,Familie Pingitzer - RemasteredWolfgang Ambros
31054,Pretty WomanThe Paul Butterfield Blues Band
31055,IdadeTim Maia
31056,Winter World Of LoveEngelbert Humperdinck
31057,Annie: It's the Hard-Knock LifeCharles Strouse
31058,A Little Night Music: The Sun Won't Set (Night Waltz I)Stephen Sondheim
31059,Blues With a FeelingLuther Allison
31060,El TahurVicente Fernández
31061,CaledoniaRobin Trower
31062,My Little LadyBloodstone
31063,Don't Do Me Like ThatTom Petty And The Heartbreakers
31064,Cançó de la BicicletaJosep Maria Espinàs
31065,Buffalo GalsBlueridge Mountain Bluegrass Band
31066,I Stand AccusedIsaac Hayes
31067,What's A Matter BabyEllen Foley
31068,Es war einmalCluster
31069,DaylightVicki Sue Robinson
31070,Hurts So GoodMillie Jackson
31071,Right Time Of The NightJennifer Warnes
31072,MistyRay Stevens
31073,Vuelo Blanco de Gaviota (Days of Pearly Spencer)Ana Belén
31074,Too YoungDonny Osmond
31075,Nowadays a Woman's Gotta Hit a ManCaptain Beefheart & His Magic Band
31076,Long Lonely NightsThe Dells
31077,Someone Who CaresKenny Rogers & The First Edition
31078,Harmony In Your BathroomSwell Maps
31079,Theme From Mahogany (Do You Know Where You're Going To)Diana Ross
31080,Don't Look BackBoston
31081,Let Me Down EasyAmerican Flyer
31082,Take MeGrand Funk Railroad
31083,Run For HomeLindisfarne
31084,Kujaviak Goes FunkyZbigniew Namysłowski Quintet
31085,Improvisation 102cHenry Kaiser
31086,PeachesGlass Hammer
31087,Ain't That Loving You (For More Reasons Than One)Isaac Hayes & David Porter
31088,HésitationJean-Michel Jarre
31089,EvensongRobert Fripp
31090,Magical Mystery TourAmbrosia
31091,Never My LoveBlue Swede
31092,Stand By MeJohn Lennon
31093,The RelayThe Who
31094,Sing High - Sing LowAnne Murray
31095,Pua HoneThe Brothers Cazimero
31096,Respect YourselfThe Staple Singers
31097,Love CorporationThe Hues Corporation
31098,Glaciers Interdits (Generique 2)Laurence Vanay
31099,End of a DreamEric Weissberg
31100,You're In My Heart (The Final Acclaim)Rod Stewart
31101,Out Of TimeThe Rolling Stones
31102,Seventh Chakra Keynote B (Violet) - (Bonus Version) (Remastered)Steven Halpern
31103,CocomotionEl Coco
31104,There'll Never BeSwitch
31105,RiseHerb Alpert
31106,Do You Want To Dance?Bette Midler
31107,Give A Little BitSupertramp
31108,I've Got The Next DanceDeniece Williams
31109,Moonlight Feels RightStarbuck
31110,Coração selvagemBelchior
31111,I Was Only JokingRod Stewart
31112,You Decorated My LifeKenny Rogers
31113,My Melancholy BabyLeon Redbone
31114,Hello StrangerHazel Dickens
31115,Improvisation 102eHenry Kaiser
31116,The Ultimate - Remasteredkalapana
31117,We Fell In Love While DancingBill Brandon
31118,LowdownBoz Scaggs
31119,You're No GoodLinda Ronstadt
31120,Tenemos RoadsNational Health
31121,Stab Yor BackThe Damned
31122,AnticipationCarly Simon
31123,Wolf Creek PassC.W. McCall
31124,Nobody Wants You When You're Down And OutBobby Womack
31125,Let's Put It All TogetherThe Stylistics
31126,Long Haired Country BoyThe Charlie Daniels Band
31127,No G.D.M. - Berlin 1992 MixGina X Performance
31128,Boogie FeverThe Sylvers
31129,New ValuesIggy Pop
31130,Run Run RunJo Jo Gunne
31131,Just When I Needed You MostRandy VanWarmer
31132,Where Were You When I Was Falling In LoveLobo
31133,HappyBobby Darin
31134,La Cancion del EstudianteLos Olimareños
31135,Just CarolDe Wolfe Music
31136,I Can HelpBilly Swan
31137,So Long (Rastafari Calling)Dennis Brown
31138,InseparableNatalie Cole
31139,Back Home AgainJohn Denver
31140,MoneyThe Flying Lizards
31141,"Still, still, stillTraditional"
31142,Na Man Pass Man (Na Iron De Cut Iron)Pasteur Lappe
31143,Escape (The Pina Colada Song)Rupert Holmes
31144,AuroraTonto's Expanding Head Band
31145,Cançó de la NinaJosep Maria Espinàs
31146,Pauoa Liko LehuaHui Ohana
31147,Juanita Y MiguelRamon Ayala Y Sus Bravos Del Norte
31148,Hino dos EstudantesTeixeirinha
31149,Everyday - Alternate Mix; 2005 Digital RemasterSteve Hackett
31150,La grande murailleGeorges Delerue
31151,"Precious, PreciousJackie Moore"
31152,HoraClaude Bolling
31153,Me And Julio Down By The SchoolyardPaul Simon
31154,Ha Cha Cha (funktion)Brass Construction
31155,Screaming TargetBig Youth
31156,SunshineDe Wolfe Music
31157,1/1 - Remastered 2004Brian Eno
31158,No Time to BurnBlack Heat
31159,Kurt's Rejoinder - 2004 Digital RemasterBrian Eno
31160,Puppy LoveDonny Osmond
31161,Tanczaca pandaAdam Makowicz
31162,Carefree HighwayGordon Lightfoot
31163,Gago Apaixonado - Ao VivoMPB4
31164,Save Your Sugar For MeTony Joe White
31165,Operator (That's Not the Way it Feels)Jim Croce
31166,One Chain (Don't Make No Prison)Santana
31167,ChameleonHerbie Hancock
31168,It Never Rains In Southern CaliforniaAlbert Hammond
31169,Born to KillThe Damned
31170,Still Water (Love)Four Tops
31171,FencewalkMandrill
31172,CaribeAntônio Carlos Jobim
31173,Freedom Jazz DanceWoody Herman
31174,Armed And Extremely DangerousFirst Choice
31175,The MillionaireDr. Hook
31176,Let The Song Last ForeverDan Hill
31177,Cowboy SongThin Lizzy
31178,Bilitis - GeneriqueFrancis Lai
31179,Stella By Starlight - InstrumentalRon Carter
31180,Speed Speed SpeedAlan Parker
31181,Porque los Pobres no Tienen (Because the Poor Have Nothing)Isabel Parra
31182,MockingbirdCarly Simon & James Taylor
31183,EngineersGary Numan
31184,Pot-Pourri: Caravana / Talismã / Barcarola do São FranciscoGeraldo Azevedo
31185,ButterflyDanyel Gerard
31186,Life In The Fast LaneEagles
31187,Little Green BagGeorge Baker Selection
31188,Just ThirteenThe Lurkers
31189,Tenho SedeGilberto Gil
31190,Nada Será Como AntesMilton Nascimento
31191,Everybody Knows About My Good Thing Pt. 1Little Johnny Taylor
31192,Time Will TellTower Of Power
31193,Dragon PathDerek Bailey
31194,AraguaiaEdnardo
31195,Don't It Make My Brown Eyes BlueCrystal Gayle
31196,I'll Be Good To YouThe Brothers Johnson
31197,(It's The Way) Nature Planned ItFour Tops
31198,Most Of AllB.J. Thomas
31199,That's The Way God Planned ItBilly Preston
31200,Nani mo IranaiTaeko Onuki
31201,Metamorphosis - InstrumentalAnanda Shankar
31202,I Love The Nightlife (Disco 'round)Alicia Bridges
31203,Honey Don't Leave L.a.James Taylor
31204,"Angels, from the realms of gloryTraditional"
31205,Hold TightVicki Sue Robinson
31206,Little QueenHeart
31207,Persuasion - RemasteredThrobbing Gristle
31208,Smelly TonguesThe Residents
31209,Wahine U'iGabby Pahinui
31210,Rockaway BeachRamones
31211,Close To YouB.T. Express
31212,The Inch Worm - LiveJohn Coltrane
31213,Feeling Called Love - 2006 Remastered VersionWire
31214,"Interzone - The Factory, Manchester Live 11 April 1980Joy Division"
31215,If You Want ItNiteflyte
31216,Worse Comes To WorstBilly Joel
31217,Take A Letter MariaR.B. Greaves
31218,Le FreakChic
31219,Hoje A Noite Vou SairReginaldo Rossi
31220,Sheik of ArabyLeon Redbone
31221,Single K.O. - 2006 Remastered VersionWire
31222,The Jazz MasterClaude Bolling
31223,SideshowBlue Magic
31224,Last SongEdward Bear
31225,I'm BoredIggy Pop
31226,SlaughterBilly Preston
31227,Happy I'll BeThe Dillards
31228,The Crude Oil BluesJerry Reed
31229,Love JonesBrighter Side Of Darkness
31230,Dot DashWire
31231,Lei OhuGabby Pahinui
31232,Tide - Alternate TakeAntônio Carlos Jobim
31233,Walkin' BluesMuddy Waters
31234,For All We KnowCarpenters
31235,Tu Me Acostumbraste / Abrázane AsíAltemar Dutra
31236,Baby Don't Change Your MindGladys Knight And The Pips
31237,Giorgia et RobertoFrançois de Roubaix
31238,He's Gonna Step On You AgainJohn Kongos
31239,The Big OneAlan Tew
31240,Do You Wanna Make LovePeter Mccann
31241,Granainas - En Vivo Desde El Teatro Real / 1975Paco de Lucía
31242,(Where Do I Begin) Love StoryAndy Williams
31243,How Sweet It Is (To Be Loved By You)James Taylor
31244,Sodoma E GomorraErasmo Carlos
31245,"""Jerry"" To The RescuePino Donaggio"
31246,A Starless NightPiero Piccioni
31247,Runnin' Hot in the Street - Remasteredkalapana
31248,Honky Tonk Blues - Single VersionHank Williams
31249,Goodbye GirlDavid Gates
31250,I'll Meet you at the StationGregory Isaacs
31251,Reflections Of My LifeThe Marmalade
31252,Waltz and March of the RhinoceriAlex de Grassi
31253,Tubular BellsMike Oldfield
31254,If I Can't Have YouYvonne Elliman
31255,It Hurts So BadKim Carnes
31256,Baby-Get It OnIke & Tina Turner
31257,Long Tall Gal BluesFurry Lewis
31258,Calidoscopico - InstrumentalDizzy Gillespie
31259,"Computer Game ""Theme from The Circus""YELLOW MAGIC ORCHESTRA"
31260,Pacific IWill Ackerman
31261,Here Comes The NightNick Gilder
31262,Harry TrumanChicago
31263,If You Wanna Do A DanceThe Spinners
31264,I'm So Glad I Fell For YouDavid Ruffin
31265,Improvisation 102bHenry Kaiser
31266,Holding On (When Love Is Gone)L.T.D.
31267,Lookin' For A LoveBobby Womack
31268,No Hay Rastro del AmanteAguaviva
31269,Gut PrideSam Spence
31270,Going Home/End TitlesPino Donaggio
31271,Can't Keep A Good Man DownEddie Money
31272,I Wanna Know Your NameThe Intruders
31273,Saw A New MorningBee Gees
31274,After The DanceMarvin Gaye
31275,Black LightAlan Parker
31276,On Green Dolphin StreetBill Evans
31277,All Right NowFree
31278,Reno FactoryMarvin Foddrell
31279,COMPOST FESTIVALCompost
31280,Improvisation 102aHenry Kaiser
31281,I Love YouDonna Summer
31282,Filho das ÍndiasElba Ramalho
31283,You Make Me CrazySammy Hagar
31284,"Lord, Mr. FordJerry Reed"
31285,Talking In Your SleepCrystal Gayle
31286,Hard Time Killing Floor Blues No. 2Jack Owens
31287,Down on the Street - Take 8The Stooges
31288,Stayin' AliveBee Gees
31289,(If You Want It) Do It YourselfGloria Gaynor
31290,Canción de luna y cosechaEduardo Falú
31291,Les Hommes - La Grande Co-ExistenceAlain Goraguer
31292,Keep Holding OnThe Temptations
31293,Wolfgang van GangbangDerek Bailey
31294,Iron ManBlack Sabbath
31295,Raise A Little HellTrooper
31296,The First Cut Is the DeepestI-Roy
31297,Love Is Lies - 1996 Remastered VersionBuzzcocks
31298,Back In BahiaGilberto Gil
31299,Don't Go Breaking My HeartElton John & Kiki Dee
31300,Me Deixa Em PazMilton Nascimento
31301,The City Of New OrleansArlo Guthrie
31302,I'm Gonna Love You Just A Little More BabyBarry White
31303,"Serpentine FireEarth, Wind & Fire"
31304,HallogalloNEU!
31305,Tú Eres Mi CocoBobby Valentin
31306,Needles And PinsSmokie
31307,Spider And I - 2004 Digital RemasterBrian Eno
31308,Breaking Up Is Hard To DoLenny Welch
31309,Concerto popArawak
31310,Canción Para UstedesNacha Guevara
31311,Barbara's MoodBlack Heat
31312,Que Se Vayan EllosPiero
31313,Powder Blue Mercedes QueenThe Raiders
31314,Dance With YouCarrie Lucas
31315,Lush LifeJohn Coltrane
31316,Les Soleils de la VieLaurence Vanay
31317,Hermes Trismegisto E Sua Celeste Tábua De EsmeraldaJorge Ben Jor
31318,Love You MoreBuzzcocks
31319,This Time It's RealTower Of Power
31320,Cinco Minutos (5 Minutos)Jorge Ben Jor
31321,We Need OrderThe Chi-lites
31322,Blind Leading the Blind - 1997 RemasterThe Paul Butterfield Blues Band
31323,Love's Made A Fool Of YouCochise
31324,Tear The Roof Off The Sucker (Give Up The Funk)Parliament
31325,Fly AwayJohn Denver
31326,Dancing In ParadiseEl Coco
31327,Always Something There To Remind MeR.B. Greaves
31328,Never Get Enough Of Your LoveL.T.D.
31329,SecretaryBetty Wright
31330,No Norte Da SaudadeGilberto Gil
31331,Introductory Remarks / I've Never Been So Happy (Bonus Track)Charles Strouse
31332,Lettre à Ma Petite FilleLaurence Vanay
31333,Azul Da Cor Do MarTim Maia
31334,Yanzi (Swallow Song)Traditional
31335,Pa' HueleEddie Palmieri
31336,All I Have To Do Is Dream / Put Your Head On My Shoulder / Dear SomeoneRaul Seixas
31337,AquaKitaro
31338,Heartbroken BopperThe Guess Who
31339,Never Been Any ReasonHead East
31340,Bella KaliLas Grecas
31341,Urbs beata Hierusalem (Hymn for the Dedication of a Church)Traditional
31342,ChainsIggy Pop
31343,Till There Was YouGene Ammons
31344,Stiff Little FingersThe Vibrators
31345,Their Own Way VersionDennis Brown
31346,We've Got TonightGlass Hammer
31347,Earl's BreakdownEric Weissberg
31348,Ice MinerLeo Kottke
31349,Heaven on EarthSchawkie Roth
31350,Tumbling DiceLinda Ronstadt
31351,Live It Up Part 1The Isley Brothers
31352,Verão (Tiempo de Verano)Leno e Lilian
31353,Make Up Your MindThe J. Geils Band
31354,Close Your EyesEdward Bear
31355,Amazing GraceJudy Collins
31356,La MismaVicente Fernández
31357,Je ReviensKeith Mansfield
31358,Gotta Hold On To This FeelingJr. Walker & The All Stars
31359,Touch Me Baby (reaching Out For Your Love)Tamiko Jones
31360,FreedomThe Isley Brothers
31361,Aberdeen Mississippi BluesBukka White
31362,In a MistFreddie Hubbard
31363,Sleepin'Diana Ross
31364,¡Ay! Marinero (Tangos)Chiquetete
31365,6 O'Clock Bad NewsCecilio & Kapono
31366,Rock Me BabyMighty Joe Young
31367,I'll Be With YouThe Lurkers
31368,The Way We WereBarbra Streisand
31369,Honey ChildBad Company
31370,China GirlIggy Pop
31371,So In LoveCurtis Mayfield
31372,Holiday In RiskCarla Bley
31373,Res No És MesquíOvidi Montllor
31374,La Maldición De La MalincheAmparo Ochoa
31375,Quanto Amor Existe Em MimReginaldo Rossi
31376,Ding Dong; Ding DongGeorge Harrison
31377,Clock ChimeNature's Mystic Moods
31378,Gaslight BluesElizabeth Cotten
31379,Thème de l'argentJean-Michel Jarre
31380,GlidePleasure
31381,Tanka IBrigitte Fontaine
31382,Que Me Lleve El DiabloRamon Ayala Y Sus Bravos Del Norte
31383,Peace Of MindBoston
31384,Little Red Hen BluesTaj Mahal
31385,Mississippi BluesDavid Bromberg
31386,Inner City Blues (Make Me Wanna Holler)Marvin Gaye
31387,Bruckner's DeathNino Rota
31388,This Old HammerMike Seeger
31389,What A Fool BelievesThe Doobie Brothers
31390,The Plum Blossom - RemasteredVangelis
31391,A Passion Play (Edit #8)Jethro Tull
31392,I Want To Talk About You - Live In Berlin / 1963John Coltrane
31393,Paraiso - 2019 RemasteringHaruomi Hosono
31394,AkogareTaeko Onuki
31395,Mas Feo Que YoEl Gran Combo De Puerto Rico
31396,Feels Like The First TimeForeigner
31397,Flim Flam ManBarbra Streisand
31398,The BellsThe Originals
31399,When My Little Girl Is SmilingSteve Alaimo
31400,Dance The Kung FuCarl Douglas
31401,Za pare dziekowKrzysztof Sadowski
31402,That's NothingChristophe
31403,Free Jazz SambaMaria Teresa Luciani
31404,Police Dog BluesRy Cooder
31405,Rain DanceThe Guess Who
31406,Innocent PeopleKitaro
31407,MisdemeanorFoster Sylvers
31408,TouchThe Supremes
31409,Pronostics 1 & 2 - CompleteVerckys & L'Orchestre Vévé
